language;length;size_min_word;size_max_word;size_average_word;number_0;number_1;variance;ecart_type;is_code
['111', '1001100', '110', '01111', '11100'];5;3;7;4.6;8;15;11.2;3.3466401061363023;1
['001111'];1;6;6;6.0;2;4;0.0;0.0;1
['1001010', '01000', '1100010'];3;5;7;6.33;12;7;2.67;1.632993161855452;1
['101001', '10', '11', '11', '00010', '00', '101011'];7;2;6;3.57;12;13;23.71;4.869731585445518;1
['111', '011001', '0111', '001011'];4;3;6;4.75;7;12;6.75;2.598076211353316;1
['0000111', '11110', '101110', '011'];4;3;7;5.25;8;13;8.75;2.958039891549808;1
['0011', '110001', '00110'];3;4;6;5.0;8;7;2.0;1.4142135623730951;1
['1001'];1;4;4;4.0;2;2;0.0;0.0;1
['1', '10011'];2;1;5;3.0;2;4;8.0;2.8284271247461903;1
['0', '110000', '11', '010'];4;1;6;3.0;7;5;14.0;3.7416573867739413;1
['10111', '1000'];2;4;5;4.5;4;5;0.5;0.7071067811865476;1
['0000110', '10010'];2;5;7;6.0;8;4;2.0;1.4142135623730951;1
['01', '0010111', '011', '0010', '1110'];5;2;7;4.0;9;11;14.0;3.7416573867739413;1
['011100', '0'];2;1;6;3.5;4;3;12.5;3.5355339059327378;1
['001', '100', '10000'];3;3;5;3.67;8;3;2.67;1.632993161855452;1
['01', '010001', '1000111', '001001'];4;2;7;5.25;12;9;14.75;3.840572873934304;1
['1100'];1;4;4;4.0;2;2;0.0;0.0;1
['1011000'];1;7;7;7.0;4;3;0.0;0.0;1
['000100', '0', '101'];3;1;6;3.33;7;3;12.67;3.559026084010437;1
['1010111', '101000'];2;6;7;6.5;6;7;0.5;0.7071067811865476;1
['01', '00', '1', '110011', '01', '1', '000110'];7;1;6;2.86;10;10;28.86;5.3718844791323335;1
['100', '0101101', '0111001', '110', '10', '000'];6;2;7;4.17;13;12;24.83;4.983305462575351;1
['01', '1', '0110'];3;1;4;2.33;3;4;4.67;2.1602468994692865;1
['11100', '0', '0'];3;1;5;2.33;4;3;10.67;3.265986323710904;1
['0101', '011010'];2;4;6;5.0;5;5;2.0;1.4142135623730951;1
['0001', '01'];2;2;4;3.0;4;2;2.0;1.4142135623730951;1
['11100'];1;5;5;5.0;2;3;0.0;0.0;1
['1011'];1;4;4;4.0;1;3;0.0;0.0;1
['11110', '001000'];2;5;6;5.5;6;5;0.5;0.7071067811865476;1
['01', '111', '00010', '01'];4;2;5;3.0;6;6;6.0;2.449489742783178;1
['00011', '0'];2;1;5;3.0;4;2;8.0;2.8284271247461903;1
['1100100', '01', '0010110', '001010'];4;2;7;5.5;13;9;17.0;4.123105625617661;1
['1011', '0001101', '00001', '111'];4;3;7;4.75;9;10;8.75;2.958039891549808;1
['101010', '0111', '011'];3;3;6;4.33;5;8;4.67;2.1602468994692865;1
['01101', '0110'];2;4;5;4.5;4;5;0.5;0.7071067811865476;1
['1000', '000101', '011101', '11', '100', '00100'];6;2;6;4.33;15;11;13.33;3.651483716701107;1
['01110'];1;5;5;5.0;2;3;0.0;0.0;1
['1010', '11', '00111', '00001', '11', '0'];6;1;5;3.17;9;10;14.83;3.8514066694304474;1
['110010', '010111', '1011'];3;4;6;5.33;6;10;2.67;1.632993161855452;1
['00111'];1;5;5;5.0;2;3;0.0;0.0;1
['1001111', '1110110', '0', '011', '1', '0110000', '1', '0001'];8;1;7;3.88;14;17;54.88;7.407766195014527;1
['01'];1;2;2;2.0;1;1;0.0;0.0;1
['00111', '1100', '011'];3;3;5;4.0;5;7;2.0;1.4142135623730951;1
['10', '01'];2;2;2;2.0;2;2;0.0;0.0;1
['1100', '0001111'];2;4;7;5.5;5;6;4.5;2.1213203435596424;1
['0', '001', '011000'];3;1;6;3.33;7;3;12.67;3.559026084010437;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['0010000'];1;7;7;7.0;6;1;0.0;0.0;1
['101000', '1'];2;1;6;3.5;4;3;12.5;3.5355339059327378;1
['0', '11010', '1', '001', '100110'];5;1;6;3.2;8;8;20.8;4.560701700396552;1
['011010', '01', '000111', '11010', '10'];5;2;6;4.2;10;11;16.8;4.09878030638384;1
['010000', '10', '000', '1'];4;1;6;3.0;9;3;14.0;3.7416573867739413;1
['11110', '0', '001100'];3;1;6;4.0;6;6;14.0;3.7416573867739413;1
['10100', '111011', '00011', '01001', '110001', '110000'];6;5;6;5.5;17;16;1.5;1.224744871391589;1
['0111', '00'];2;2;4;3.0;3;3;2.0;1.4142135623730951;1
['11', '1011010', '010011'];3;2;7;5.0;6;9;14.0;3.7416573867739413;1
['01110'];1;5;5;5.0;2;3;0.0;0.0;1
['1110111', '00000', '01001'];3;5;7;5.67;9;8;2.67;1.632993161855452;1
['0', '00100', '1101', '101011'];4;1;6;4.0;8;8;14.0;3.7416573867739413;1
['1011001'];1;7;7;7.0;3;4;0.0;0.0;1
['0', '10', '0', '1110100', '1101', '110100', '11101'];7;1;7;3.71;11;15;35.43;5.9521904731427595;1
['0010011'];1;7;7;7.0;4;3;0.0;0.0;1
['10', '01'];2;2;2;2.0;2;2;0.0;0.0;1
['1011', '1', '110'];3;1;4;2.67;2;6;4.67;2.160246899469287;1
['0100111', '101', '1111010', '011', '000', '0101101', '010'];7;3;7;4.71;15;18;27.43;5.237229365663817;1
['0000000', '1110000', '1101', '01010'];4;4;7;5.75;15;8;6.75;2.598076211353316;1
['00', '011011', '01001', '1011010', '0001101', '1100'];6;2;7;5.17;16;15;18.83;4.339738855430513;1
['0', '100'];2;1;3;2.0;3;1;2.0;1.4142135623730951;1
['00100', '11', '101110', '0001'];4;2;6;4.25;9;8;8.75;2.958039891549808;1
['110', '11', '1101011', '1101', '1101', '110001'];6;2;7;4.33;8;18;17.33;4.163331998932265;1
['11111', '011100', '000110', '010100', '100100', '00'];6;2;6;5.17;17;14;12.83;3.582364210034113;1
['1', '0000100', '1'];3;1;7;3.0;6;3;24.0;4.898979485566356;1
['111101', '111110', '010000', '0111101', '001001', '00001', '00', '110', '011100'];9;2;7;5.22;23;24;21.56;4.642796092394706;1
['0110111', '1101', '0100010', '011011', '10001', '00101', '110'];7;3;7;5.29;17;20;13.43;3.664501525251617;1
['01101'];1;5;5;5.0;2;3;0.0;0.0;1
['011110', '0', '10000', '11'];4;1;6;3.5;7;7;17.0;4.123105625617661;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['01000', '10', '1010100', '0101100', '10011', '1001', '1110101', '00100', '0001'];9;2;7;5.11;26;20;22.89;4.78423336480244;1
['01', '1001110', '01'];3;2;7;3.67;5;6;16.67;4.08248290463863;1
['11111', '010'];2;3;5;4.0;2;6;2.0;1.4142135623730951;1
['000110', '111', '00', '101', '1000', '010100', '10010', '01000'];8;2;6;4.25;21;13;15.5;3.9370039370059056;1
['0011111', '01110', '101011'];3;5;7;6.0;6;12;2.0;1.4142135623730951;1
['011', '10', '110101', '11101'];4;2;6;4.0;5;11;10.0;3.1622776601683795;1
['11000', '11'];2;2;5;3.5;3;4;4.5;2.1213203435596424;1
['110000', '01010', '110', '1110', '1001100'];5;3;7;5.0;13;12;10.0;3.1622776601683795;1
['1000', '100110', '1101', '100101', '100111', '101'];6;3;6;4.83;13;16;8.83;2.9720924166878344;1
['11011', '100'];2;3;5;4.0;3;5;2.0;1.4142135623730951;1
['100101', '100101', '101000', '11', '11101'];5;2;6;5.0;11;14;12.0;3.4641016151377544;1
['001100', '011', '1', '00'];4;1;6;3.0;7;5;14.0;3.7416573867739413;1
['010', '01110'];2;3;5;4.0;4;4;2.0;1.4142135623730951;1
['110000', '011', '0111101', '11', '101', '1100101'];6;2;7;4.67;11;17;25.33;5.033222956847166;1
['1110', '1111000', '1001', '110', '00001', '101', '01100', '1110', '110', '01010'];10;3;7;4.3;20;23;14.1;3.7549966711037173;1
['0100000', '1101', '1', '10100', '1', '10'];6;1;7;3.33;11;9;29.33;5.416025603090641;1
['0110'];1;4;4;4.0;2;2;0.0;0.0;1
['0', '1100101', '100110', '10'];4;1;7;4.0;8;8;26.0;5.0990195135927845;1
['11'];1;2;2;2.0;0;2;0.0;0.0;1
['1110011', '10000', '01', '010000', '000100'];5;2;7;5.2;17;9;14.8;3.847076812334269;1
['11', '001110'];2;2;6;4.0;3;5;8.0;2.8284271247461903;1
['111101'];1;6;6;6.0;1;5;0.0;0.0;1
['11101', '1', '0000', '10110'];4;1;5;3.75;7;8;10.75;3.278719262151;1
['001', '110', '00', '00010', '111', '111'];6;2;5;3.17;9;10;4.83;2.1984843263788196;1
['0', '100000', '11000', '1000100', '11111', '0011100', '1110', '1100100'];8;1;7;5.25;23;19;29.5;5.431390245600108;1
['101100', '1', '0'];3;1;6;2.67;4;4;16.67;4.08248290463863;1
['1', '01101'];2;1;5;3.0;2;4;8.0;2.8284271247461903;1
['1110001', '1011100', '001111', '110'];4;3;7;5.75;9;14;10.75;3.278719262151;1
['0100', '00011'];2;4;5;4.5;6;3;0.5;0.7071067811865476;1
['00', '0010110', '0001', '10001', '1111110'];5;2;7;5.0;13;12;18.0;4.242640687119285;1
['00111', '1', '10', '1001', '10'];5;1;5;2.8;6;8;10.8;3.286335345030997;1
['011', '001', '0000111'];3;3;7;4.33;7;6;10.67;3.265986323710904;1
['0001000', '1011100'];2;7;7;7.0;9;5;0.0;0.0;1
['1110100', '100'];2;3;7;5.0;5;5;8.0;2.8284271247461903;1
['10100', '1110', '010001', '0000', '101111', '101'];6;3;6;4.67;14;14;7.33;2.70801280154532;1
['001101', '11', '0011'];3;2;6;4.0;5;7;8.0;2.8284271247461903;1
['11', '001', '111001'];3;2;6;3.67;4;7;8.67;2.9439202887759492;1
['1101', '000111', '110'];3;3;6;4.33;5;8;4.67;2.1602468994692865;1
['0110', '00', '1001100', '00'];4;2;7;3.75;10;5;16.75;4.092676385936225;1
['111'];1;3;3;3.0;0;3;0.0;0.0;1
['011', '01100'];2;3;5;4.0;4;4;2.0;1.4142135623730951;1
['1', '1010', '011011'];3;1;6;3.67;4;7;12.67;3.559026084010437;1
['110', '01111', '1', '0001101', '1', '100001', '110'];7;1;7;3.71;11;15;33.43;5.781744669956589;1
['1', '00001'];2;1;5;3.0;4;2;8.0;2.8284271247461903;1
['010', '0'];2;1;3;2.0;3;1;2.0;1.4142135623730951;1
['10111', '011'];2;3;5;4.0;2;6;2.0;1.4142135623730951;1
['1101', '000'];2;3;4;3.5;4;3;0.5;0.7071067811865476;1
['011001', '00', '110010', '1011110', '001010', '1110'];6;2;7;5.17;15;16;16.83;4.102844541697057;1
['0100101'];1;7;7;7.0;4;3;0.0;0.0;1
['010', '0100111', '1000', '010'];4;3;7;4.25;10;7;10.75;3.278719262151;1
['101', '0100000', '001000', '110', '1100'];5;3;7;4.6;15;8;13.2;3.63318042491699;1
['001011', '1100', '1001', '1001011', '0111110', '01000'];6;4;7;5.5;16;17;9.5;3.082207001484488;1
['0001000', '01100', '011111', '1000', '110'];5;3;7;5.0;14;11;10.0;3.1622776601683795;1
['1110', '01110', '1101', '1110101', '1001'];5;4;7;4.8;8;16;6.8;2.6076809620810595;1
['0', '0100110', '10001', '1', '0100111'];5;1;7;4.2;11;10;36.8;6.066300355241241;1
['01', '0111'];2;2;4;3.0;2;4;2.0;1.4142135623730951;1
['000001', '001100', '0001', '0101001', '111010'];5;4;7;5.8;18;11;4.8;2.1908902300206643;1
['01001'];1;5;5;5.0;3;2;0.0;0.0;1
['000', '001111', '10', '0110', '0010001', '000'];6;2;7;4.17;16;9;18.83;4.339738855430512;1
['011111', '01', '001001', '1', '00111'];5;1;6;4.0;8;12;22.0;4.69041575982343;1
['10011', '111', '0000', '1101010', '110'];5;3;7;4.4;10;12;11.2;3.3466401061363023;1
['011'];1;3;3;3.0;1;2;0.0;0.0;1
['1100000'];1;7;7;7.0;5;2;0.0;0.0;1
['0100', '01', '110', '0111'];4;2;4;3.25;6;7;2.75;1.6583123951777;1
['1001111', '0101100', '100111', '010000', '1110011'];5;6;7;6.6;15;18;1.2;1.0954451150103324;1
['10000', '0011', '0'];3;1;5;3.33;7;3;8.67;2.9439202887759492;1
['1', '1100110', '1000111', '110', '011111', '0', '0', '001'];8;1;7;3.62;12;17;49.88;7.0622234459127675;1
['0000100', '01001', '1010000', '00010', '100011'];5;5;7;6.0;21;9;4.0;2.0;1
['11001', '0111', '0111100', '0'];4;1;7;4.25;7;10;18.75;4.330127018922194;1
['11011', '11001', '1010', '1100110', '0', '101000', '0010000'];7;1;7;5.0;19;16;26.0;5.0990195135927845;1
['101110', '110101', '10000', '11000', '0000', '10010'];6;4;6;5.17;18;13;2.83;1.6832508230603462;1
['00101'];1;5;5;5.0;3;2;0.0;0.0;1
['10'];1;2;2;2.0;1;1;0.0;0.0;1
['001011', '000111'];2;6;6;6.0;6;6;0.0;0.0;1
['001111', '0101'];2;4;6;5.0;4;6;2.0;1.4142135623730951;1
['0111', '00001', '1111010', '1', '1', '1110'];6;1;7;3.67;8;14;27.33;5.228129047119374;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['0000000'];1;7;7;7.0;7;0;0.0;0.0;1
['0', '10', '0000011', '10', '0001', '10001', '1100'];7;1;7;3.57;16;9;25.71;5.0709255283711;1
['1', '001110', '11100'];3;1;6;4.0;5;7;14.0;3.7416573867739413;1
['101001', '0', '100111', '01000', '0', '0', '101010', '0', '1'];9;1;6;3.11;16;12;50.89;7.133644853010899;1
['11011', '0010', '00'];3;2;5;3.67;6;5;4.67;2.1602468994692865;1
['0101', '1000100', '10', '00', '110', '011101'];6;2;7;4.0;13;11;22.0;4.69041575982343;1
['00100', '011100', '10011', '1', '10110'];5;1;6;4.4;11;11;15.2;3.8987177379235853;1
['000'];1;3;3;3.0;3;0;0.0;0.0;1
['011', '10', '1010100', '100110'];4;2;7;4.5;9;9;17.0;4.123105625617661;1
['0101', '0111', '10011'];3;4;5;4.33;5;8;0.67;0.816496580927726;1
['1011101', '1110', '1011000', '0', '010100', '11'];6;1;7;4.5;12;15;33.5;5.787918451395113;1
['011000', '010', '0001110', '10100'];4;3;7;5.25;13;8;8.75;2.958039891549808;1
['0100', '100', '11000', '000'];4;3;5;3.75;11;4;2.75;1.6583123951777;1
['000', '001000'];2;3;6;4.5;8;1;4.5;2.1213203435596424;1
['001100', '1110', '111001', '001111'];4;4;6;5.5;9;13;3.0;1.7320508075688772;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['00110'];1;5;5;5.0;3;2;0.0;0.0;1
['10110'];1;5;5;5.0;2;3;0.0;0.0;1
['001110'];1;6;6;6.0;3;3;0.0;0.0;1
['00', '00', '1001001', '01', '1111'];5;2;7;3.4;9;8;19.2;4.381780460041329;1
['1010', '010001', '1000101', '1', '0000001', '00001', '000', '100000'];8;1;7;4.88;28;11;30.88;5.5565276927232174;1
['01', '0010', '1101'];3;2;4;3.33;5;5;2.67;1.632993161855452;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['01010', '01', '100011'];3;2;6;4.33;7;6;8.67;2.943920288775949;1
['1010100', '01101', '11101', '0001', '0000001', '1', '01'];7;1;7;4.43;17;14;31.71;5.631543812693436;1
['1000', '1010', '010001'];3;4;6;4.67;9;5;2.67;1.632993161855452;1
['1000', '11'];2;2;4;3.0;3;3;2.0;1.4142135623730951;1
['010011', '11'];2;2;6;4.0;3;5;8.0;2.8284271247461903;1
['01010', '01000', '0111', '111', '011', '000101', '000'];7;3;6;4.14;16;13;8.86;2.9760952365713798;1
['100', '11100', '11001'];3;3;5;4.33;6;7;2.67;1.632993161855452;1
['010', '100010', '000011', '100101', '101'];5;3;6;4.8;14;10;10.8;3.286335345030997;1
['11', '111101', '100', '111101'];4;2;6;4.25;4;13;12.75;3.570714214271425;1
['101100', '01', '11', '0100', '0000', '010'];6;2;6;3.5;13;8;11.5;3.391164991562634;1
['1011'];1;4;4;4.0;1;3;0.0;0.0;1
['01'];1;2;2;2.0;1;1;0.0;0.0;1
['001011'];1;6;6;6.0;3;3;0.0;0.0;1
['1110010', '0', '1010000', '11', '1000'];5;1;7;4.2;12;9;30.8;5.549774770204643;1
['1', '01', '0110', '1101000'];4;1;7;3.5;7;7;21.0;4.58257569495584;1
['00', '110010', '0111111', '100', '11', '10'];6;2;7;3.67;9;13;25.33;5.033222956847167;1
['11100', '10', '1000', '010100', '10110', '0'];6;1;6;3.83;13;10;18.83;4.339738855430512;1
['1011110', '0110', '10011', '000001', '011'];5;3;7;5.0;12;13;10.0;3.1622776601683795;1
['110', '0100'];2;3;4;3.5;4;3;0.5;0.7071067811865476;1
['1', '0101', '11000', '100100', '010011', '1010010', '10111', '00', '101'];9;1;7;4.33;20;19;32.0;5.656854249492381;1
['001', '101', '110010', '011001', '001', '00'];6;2;6;3.83;13;10;14.83;3.8514066694304474;1
['0', '10000'];2;1;5;3.0;5;1;8.0;2.8284271247461903;1
['001110', '0111', '110001', '1', '0101', '001100', '100'];7;1;6;4.29;15;15;21.43;4.6291004988627575;1
['0', '111', '0001', '111011', '0101101', '0', '101001'];7;1;7;4.0;12;16;36.0;6.0;1
['01010'];1;5;5;5.0;3;2;0.0;0.0;1
['10110', '010010', '101010', '110', '1001', '0110100'];6;3;7;5.17;16;15;10.83;3.2914029430219163;1
['1010'];1;4;4;4.0;2;2;0.0;0.0;1
['1011001', '11', '01'];3;2;7;3.67;4;7;16.67;4.08248290463863;1
['011', '0110001', '101001', '1010', '100000', '100111'];6;3;7;5.33;17;15;11.33;3.3665016461206925;1
['1100', '01', '000100'];3;2;6;4.0;8;4;8.0;2.8284271247461903;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['11100', '0100010', '0111', '10', '1100', '11000', '1000100', '001101', '110'];9;2;7;4.78;23;20;23.56;4.853406592853679;1
['1110'];1;4;4;4.0;1;3;0.0;0.0;1
['10010', '10000', '00', '10'];4;2;5;3.5;10;4;9.0;3.0;1
['0001101', '0110100', '01'];3;2;7;5.33;9;7;16.67;4.0824829046386295;1
['01', '10', '0001', '1011100', '0101000', '010111', '10', '01', '111'];9;2;7;3.89;17;18;38.89;6.236095644623235;1
['00001', '11'];2;2;5;3.5;4;3;4.5;2.1213203435596424;1
['110111', '100', '111', '010', '01000', '1001001'];6;3;7;4.5;13;14;15.5;3.9370039370059056;1
['01'];1;2;2;2.0;1;1;0.0;0.0;1
['01', '111', '01001', '10010', '01', '00', '0101100', '00', '00', '01'];10;2;7;3.2;19;13;29.6;5.440588203494178;1
['11010', '1101100', '010', '00110', '001110', '10', '10111'];7;2;7;4.71;15;18;17.43;4.174754056057845;1
['1011'];1;4;4;4.0;1;3;0.0;0.0;1
['00100'];1;5;5;5.0;4;1;0.0;0.0;1
['1', '110100', '0111110'];3;1;7;4.67;5;9;20.67;4.546060565661952;1
['000000', '11', '100110', '01101'];4;2;6;4.75;11;8;10.75;3.278719262151;1
['11'];1;2;2;2.0;0;2;0.0;0.0;1
['01000', '0000', '1111111'];3;4;7;5.33;8;8;4.67;2.1602468994692865;1
['010', '01000'];2;3;5;4.0;6;2;2.0;1.4142135623730951;1
['11110', '1', '0010000', '1011'];4;1;7;4.25;8;9;18.75;4.330127018922194;1
['10000', '0010'];2;4;5;4.5;7;2;0.5;0.7071067811865476;1
['11', '0'];2;1;2;1.5;1;2;0.5;0.7071067811865476;1
['000100', '001', '11', '11'];4;2;6;3.25;7;6;10.75;3.278719262151;1
['011', '01', '001100', '00110'];4;2;6;4.0;9;7;10.0;3.1622776601683795;1
['01000', '010001', '010111', '1001', '11', '1100', '10001'];7;2;6;4.57;17;15;11.71;3.422613871631697;1
['0', '1101000', '00001'];3;1;7;4.33;9;4;18.67;4.320493798938574;1
['1011110', '00', '1', '111000', '10001'];5;1;7;4.2;10;11;26.8;5.176871642217914;1
['110110'];1;6;6;6.0;2;4;0.0;0.0;1
['0011000', '0011', '00110', '010'];4;3;7;4.75;12;7;8.75;2.958039891549808;1
['0000', '10101', '100111'];3;4;6;5.0;8;7;2.0;1.4142135623730951;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['0100111', '1000', '1101110', '0', '0101111', '01'];6;1;7;4.67;12;16;37.33;6.110100926607787;1
['00000', '1', '001001', '10100', '01110'];5;1;6;4.4;14;8;15.2;3.8987177379235853;1
['11', '010'];2;2;3;2.5;2;3;0.5;0.7071067811865476;1
['1', '10100'];2;1;5;3.0;3;3;8.0;2.8284271247461903;1
['1011001'];1;7;7;7.0;3;4;0.0;0.0;1
['10110', '00', '1010010', '0110', '0100100', '1100101', '01'];7;2;7;4.86;19;15;30.86;5.5549205986353085;1
['00111', '1010110'];2;5;7;6.0;5;7;2.0;1.4142135623730951;1
['0101000', '01', '111001', '100', '1010', '011011', '1010', '01', '11110', '11111'];10;2;7;4.4;18;26;26.4;5.138093031466052;1
['110111', '10110'];2;5;6;5.5;3;8;0.5;0.7071067811865476;1
['100001', '10', '1011'];3;2;6;4.0;6;6;8.0;2.8284271247461903;1
['11010'];1;5;5;5.0;2;3;0.0;0.0;1
['001'];1;3;3;3.0;2;1;0.0;0.0;1
['1010', '0101011', '0100'];3;4;7;5.0;8;7;6.0;2.449489742783178;1
['100', '1111010', '0001', '1', '100', '0001', '1'];7;1;7;3.29;12;11;25.43;5.0426750270636544;1
['10110', '0011101', '010110', '011011', '0011100', '0100', '1111110', '001'];8;3;7;5.62;20;25;15.88;3.984344362627307;1
['0', '111', '100010', '1000'];4;1;6;3.5;8;6;13.0;3.605551275463989;1
['0010', '011000', '1100', '000', '0111', '0111'];6;3;6;4.17;14;11;4.83;2.1984843263788196;1
['01111'];1;5;5;5.0;1;4;0.0;0.0;1
['11000', '011111', '00011', '01', '0110001', '01101', '101001', '0'];8;1;7;4.62;18;19;29.88;5.465802777268862;1
['110', '1010', '111111', '10100'];4;3;6;4.5;6;12;5.0;2.23606797749979;1
['0', '0', '001011', '01010', '11011', '01100', '10111'];7;1;6;4.0;13;15;26.0;5.0990195135927845;1
['11101', '1000', '0001', '101', '100'];5;3;5;3.8;10;9;2.8;1.6733200530681511;1
['11011', '101', '0011', '11', '11100', '0010101'];6;2;7;4.33;10;16;15.33;3.9157800414902435;1
['101', '0111', '0', '111110', '0'];5;1;6;3.0;5;10;18.0;4.242640687119285;1
['011', '01', '111', '001011', '0011110'];5;2;7;4.2;8;13;18.8;4.33589667773576;1
['0100001', '1010', '0010', '010'];4;3;7;4.5;12;6;9.0;3.0;1
['1101110', '001100', '1101'];3;4;7;5.67;7;10;4.67;2.1602468994692865;1
['01000', '101', '0000011', '010111', '10000', '00010', '010101', '1001', '0111'];9;3;7;5.0;26;19;12.0;3.4641016151377544;1
['1110', '1010111', '1011', '0110010', '00011', '00', '0011101'];7;2;7;5.14;16;20;22.86;4.780914437337574;1
['1101111', '1000', '0', '1000', '0110', '1'];6;1;7;3.5;10;11;25.5;5.049752469181039;1
['1001010', '100100', '0100000'];3;6;7;6.67;14;6;0.67;0.816496580927726;1
['01', '11101'];2;2;5;3.5;2;5;4.5;2.1213203435596424;1
['001110', '1100010', '1100101'];3;6;7;6.67;10;10;0.67;0.816496580927726;1
['01', '1111'];2;2;4;3.0;1;5;2.0;1.4142135623730951;1
['1001110', '11110', '100100', '0110', '10000', '0111110'];6;4;7;5.67;16;18;7.33;2.70801280154532;1
['0000010', '0001', '10100', '10', '010', '10'];6;2;7;3.83;16;7;18.83;4.339738855430513;1
['01111', '111', '1110100', '11010'];4;3;7;5.0;6;14;8.0;2.8284271247461903;1
['0', '111', '01'];3;1;3;2.0;2;4;2.0;1.4142135623730951;1
['000000', '110000', '01', '1111110', '001'];5;2;7;4.8;14;10;18.8;4.33589667773576;1
['001001', '01', '0'];3;1;6;3.0;6;3;14.0;3.7416573867739413;1
['1011010'];1;7;7;7.0;3;4;0.0;0.0;1
['100', '110011', '00', '1010', '1101100', '1000100', '0101', '110111'];8;2;7;4.88;19;20;24.88;4.987484335815001;1
['11', '11011'];2;2;5;3.5;1;6;4.5;2.1213203435596424;1
['00', '01011'];2;2;5;3.5;4;3;4.5;2.1213203435596424;1
['000110'];1;6;6;6.0;4;2;0.0;0.0;1
['11', '10'];2;2;2;2.0;1;3;0.0;0.0;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['110111', '00101', '0110000'];3;5;7;6.0;9;9;2.0;1.4142135623730951;1
['101', '010000', '11', '1010001', '11', '0110010', '0'];7;1;7;4.0;15;13;40.0;6.324555320336759;1
['0', '1011001', '0', '1', '0'];5;1;7;2.2;6;5;28.8;5.366563145999495;1
['10', '100000', '00', '0000100', '001010', '00', '0001', '11110'];8;2;7;4.25;24;10;29.5;5.431390245600108;1
['11', '00001', '1000010', '0', '0101101'];5;1;7;4.4;13;9;31.2;5.585696017507576;1
['10', '1', '0110', '0000001', '10'];5;1;7;3.2;10;6;22.8;4.774934554525329;1
['0111011', '011011', '10100'];3;5;7;6.0;7;11;2.0;1.4142135623730951;1
['000', '1', '1110', '0001001', '0111100', '011'];6;1;7;4.17;13;12;28.83;5.369667897862338;1
['101000', '01101', '0011', '10100', '101111', '11011', '101011', '010110'];8;4;6;5.38;18;25;3.88;1.9685019685029528;1
['00000', '0000101', '1011101', '1100110', '0100101', '101', '100001', '1'];8;1;7;5.38;24;19;35.88;5.989574275355469;1
['1100', '010100', '0110001', '011', '01001', '111', '00100', '0110101'];8;3;7;5.0;21;19;18.0;4.242640687119285;1
['0', '110100'];2;1;6;3.5;4;3;12.5;3.5355339059327378;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['01'];1;2;2;2.0;1;1;0.0;0.0;1
['0', '10'];2;1;2;1.5;2;1;0.5;0.7071067811865476;1
['101011', '0', '010100', '10001', '0', '1'];6;1;6;3.33;11;9;33.33;5.773502691896258;1
['111011', '1110', '00', '010100'];4;2;6;4.5;8;10;11.0;3.3166247903554;1
['000111', '11', '11001'];3;2;6;4.33;5;8;8.67;2.943920288775949;1
['110010'];1;6;6;6.0;3;3;0.0;0.0;1
['0111110', '010', '010', '1001'];4;3;7;4.25;8;9;10.75;3.278719262151;1
['1001100', '01111', '0', '1010110', '11101'];5;1;7;5.0;10;15;24.0;4.898979485566356;1
['100', '111', '101011', '10100', '0', '001111'];6;1;6;4.0;10;14;20.0;4.47213595499958;1
['1000', '1001010', '0', '100011', '10001', '01001', '01001'];7;1;7;4.71;20;13;21.43;4.6291004988627575;1
['001101', '0011001', '1101101', '11110', '01111', '01010', '0000', '01', '1'];9;1;7;4.67;19;23;34.0;5.830951894845301;1
['00', '010', '1000010', '00', '110'];5;2;7;3.4;12;5;17.2;4.147288270665544;1
['011110'];1;6;6;6.0;2;4;0.0;0.0;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['1111000'];1;7;7;7.0;3;4;0.0;0.0;1
['01011', '10', '0'];3;1;5;2.67;4;4;8.67;2.9439202887759492;1
['0010', '10', '010100'];3;2;6;4.0;8;4;8.0;2.8284271247461903;1
['101'];1;3;3;3.0;1;2;0.0;0.0;1
['110', '1110111', '0111000', '1', '01101'];5;1;7;4.6;8;15;27.2;5.215361924162119;1
['000010', '111', '0010', '1011'];4;3;6;4.25;9;8;4.75;2.179449471770337;1
['1', '001001'];2;1;6;3.5;4;3;12.5;3.5355339059327378;1
['1101011', '000001', '1000101', '0010', '01', '1100', '1110110', '101001'];8;2;7;5.38;22;21;23.88;4.886205071423016;1
['0', '1000'];2;1;4;2.5;4;1;4.5;2.1213203435596424;1
['00', '0011'];2;2;4;3.0;4;2;2.0;1.4142135623730951;1
['011', '1100', '1'];3;1;4;2.67;3;5;4.67;2.1602468994692865;1
['100100', '0011', '0001111'];3;4;7;5.67;9;8;4.67;2.1602468994692865;1
['1101', '000111', '1100101', '1101', '1000110', '1100110', '1000101', '10'];8;2;7;5.5;20;24;26.0;5.0990195135927845;1
